房源名称,房型面积,户型,朝向,地区,具体地址,照片地址,链接地址,月租价格
整租·融创融公馆,48.00㎡,1室1厅1卫,南,岳麓,含浦-融创融公馆,"https://image1.ljcdn.com/110000-inspection/pc1_4FmshTCln.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1677532244064862208.html,1800 元/月
独栋·依家公寓,22.00㎡,1室0厅1卫,1间在租,,,https://image1.ljcdn.com/rent-user-avatar/37b74090-0150-4e8b-98e7-1ccdef3a7821.250x182.jpg,https://cs.lianjia.com/apartment/48311.html,1549 元/月
整租·中信凯旋城,87.68㎡,3室2厅1卫,南,天心,暮云-中信凯旋城,"https://image1.ljcdn.com/110000-inspection/pc1_kjJDvpLBg.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1677528345530597376.html,2000 元/月
整租·三王丽都,148.00㎡,3室2厅2卫,南,天心,五一广场-三王丽都,"https://image1.ljcdn.com/110000-inspection/pc1_fRCLo1cHk.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1677527124233158656.html,5400 元/月
整租·荣盛岳麓峰景,97.50㎡,3室2厅2卫,南,望城,望城区-荣盛岳麓峰景,"https://image1.ljcdn.com/110000-inspection/f4c5a4932f47ff137d8d7afb6b9b08f5-064.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1677533282679390208.html,2300 元/月
独栋·依家公寓,15.00㎡,1室0厅1卫,1间在租,,,https://image1.ljcdn.com/rent-user-avatar/4c7275dd-57c5-4693-8aa2-35e6711e6c88.250x182.jpg,https://cs.lianjia.com/apartment/48311.html,1309 元/月
整租·七彩丽都,37.00㎡,1室1厅1卫,南,芙蓉,浏城桥-七彩丽都,"https://image1.ljcdn.com/110000-inspection/b0419108-501b-4e1a-8346-b9b43623b585.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1677519555024388096.html,1900 元/月
整租·楚天雅郡,57.00㎡,2室2厅1卫,南,长沙县,泉塘-楚天雅郡,"https://image1.ljcdn.com/110000-inspection/pc1_EZif32kkI_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1677521478486065152.html,1500 元/月
整租·恒大华府,42.00㎡,1室1厅1卫,南,岳麓,市政府-恒大华府,"https://image1.ljcdn.com/110000-inspection/pc1_CbXYJ7hYX_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1677604269903052800.html,1500 元/月
独栋·依家公寓,18.00-20.00㎡,1室1厅1卫,2间在租,,,https://image1.ljcdn.com/rent-user-avatar/a08b94c9-bbf6-453a-8724-f9465ce59d98.250x182.jpg,https://cs.lianjia.com/apartment/48311.html,1359 元/月
整租·金科时代中心,45.00㎡,1室1厅1卫,东,长沙县,泉塘-金科时代中心,"https://image1.ljcdn.com/110000-inspection/pc1_3NQnRecCS.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1677607689716236288.html,1500 元/月
整租·奥克斯洋湖广场,56.00㎡,1室0厅1卫,南,岳麓,洋湖垸-奥克斯洋湖广场,"https://image1.ljcdn.com/110000-inspection/pc1_sHtNKmIaH.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1677613328731471872.html,2000 元/月
整租·尚都花园城,45.00㎡,1室1厅1卫,北,长沙县,泉塘-尚都花园城,"https://image1.ljcdn.com/110000-inspection/pc1_fyHomwXUV.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1677605043219464192.html,1100 元/月
独栋·依家公寓,20.00㎡,1室1厅1卫,1间在租,,,https://image1.ljcdn.com/rent-user-avatar/7c375eb1-4548-4ebe-bb48-9f4c963cdd55.250x182.jpg,https://cs.lianjia.com/apartment/48376.html,1998 元/月
整租·恒盛世家,155.00㎡,4室2厅2卫,南北,雨花,铁道学院-恒盛世家,"https://image1.ljcdn.com/110000-inspection/pc1_NEeDJoSXW.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1677606505295118336.html,2500 元/月
整租·顺天黄金海岸,136.00㎡,3室2厅2卫,西南,开福,开福区政府-顺天黄金海岸,"https://image1.ljcdn.com/110000-inspection/pc1_S51tfGcNO.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1677605464243699712.html,3400 元/月
独栋·舒呆公寓,30.00㎡,1室1厅1卫,1间在租,,,https://image1.ljcdn.com/rent-user-avatar/20fefccf-b297-4499-95b1-543d5b3222b9.250x182.jpg,https://cs.lianjia.com/apartment/43410.html,1098 元/月
整租·怡海星城,120.00㎡,3室2厅1卫,南,天心,暮云-怡海星城,"https://image1.ljcdn.com/110000-inspection/80c0c7da-693d-4dfd-a919-6e35a71662e4_1000.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1677614581708488704.html,2000 元/月
独栋·舒呆公寓,24.00㎡,1室0厅1卫,1间在租,,,https://image1.ljcdn.com/rent-user-avatar/23e13b8f-90bd-49f8-bf26-06d089e9f6d2.250x182.jpg,https://cs.lianjia.com/apartment/43410.html,960 元/月
整租·振业城,49.75㎡,2室2厅1卫,北,岳麓,梅溪湖北岸-振业城,"https://image1.ljcdn.com/110000-inspection/pc1_E6wqCANnX.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1677615146454745088.html,2400 元/月
独栋·舒呆公寓,25.00㎡,1室0厅1卫,1间在租,,,https://image1.ljcdn.com/rent-user-avatar/e0d33758-1494-4d1f-bd04-c9c14fc54827.250x182.jpg,https://cs.lianjia.com/apartment/38210.html,1080 元/月
整租·云栖谷,79.00㎡,2室2厅1卫,南,岳麓,含浦-云栖谷,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1677614756262838272.html,1800 元/月
整租·东盈商业广场,35.00㎡,1室1厅1卫,北,芙蓉,马王堆-东盈商业广场,"https://image1.ljcdn.com/110000-inspection/pc1_LGTpGPqdP.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1677632441277218816.html,2200 元/月
整租·荟聚之光,45.00㎡,1室1厅1卫,东北,岳麓,洋湖垸-荟聚之光,"https://image1.ljcdn.com/110000-inspection/pc1_2ZQq5NnoM.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1677637032261713920.html,2300 元/月
合租·世纪城临江苑,18.00㎡,5室0厅3卫,东南,开福,湘江世纪城-世纪城临江苑,https://image1.ljcdn.com/rent-user-avatar/647801e1-31e9-4806-be85-3a52588c613d.250x182.jpg,https://cs.lianjia.com/zufang/CS1655080844169052160.html,599 元/月
合租·大唐印象,15.00㎡,4室0厅2卫,东南,天心,省政府-大唐印象,https://image1.ljcdn.com/rent-user-avatar/d72dd588-9d7b-4cdf-b1e3-1bfd0a292396.250x182.jpg,https://cs.lianjia.com/zufang/CS2801987662352236544.html,609 元/月
整租·中房F联邦,70.00㎡,2室0厅1卫,南,岳麓,枫林三路-中房F联邦,"https://image1.ljcdn.com/110000-inspection/7dad4903-77fb-402f-b5e0-e5ff7a155116.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1677636867287154688.html,2200 元/月
整租·明城国际中心,53.00㎡,1室1厅1卫,南,芙蓉,浏城桥-明城国际中心,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1677636665130090496.html,2100 元/月
整租·宜居莱茵城,113.90㎡,3室2厅2卫,南,岳麓,河西人人乐-宜居莱茵城,"https://image1.ljcdn.com/430100-inspection/pc1_O3CPyw8Xu_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1677638980775968768.html,2500 元/月
合租·世纪城临江苑,18.00㎡,5室0厅3卫,东南,开福,湘江世纪城-世纪城临江苑,https://image1.ljcdn.com/rent-user-avatar/b8d345b7-4ee7-4c04-a1e6-05ffd35b7c3a.250x182.jpg,https://cs.lianjia.com/zufang/CS2897318201942097920.html,550 元/月
整租·明城国际中心,53.00㎡,1室1厅1卫,南,芙蓉,浏城桥-明城国际中心,"https://image1.ljcdn.com/110000-inspection/pc1_ovZbRxS5N_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1677635951536373760.html,2100 元/月
合租·上海城,30.00㎡,1室0厅0卫,南,雨花,韶山南路-上海城,"https://image1.ljcdn.com/110000-inspection/pc1_HJ2wTwJIg.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1677635209182314496.html,850 元/月
整租·嘉宇银杉,45.00㎡,1室1厅1卫,南北,望城,金星北-嘉宇银杉,"https://image1.ljcdn.com/110000-inspection/fe114470-61f8-4bb8-9f5f-1ab648d5a006.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1677624020586987520.html,2300 元/月
整租·惠天然梅岭国际,95.00㎡,3室1厅2卫,南,岳麓,梅溪湖北岸-惠天然梅岭国际,"https://image1.ljcdn.com/110000-inspection/pc1_6nji3Y08x.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1677627252906393600.html,3000 元/月
整租·万科城一期,122.00㎡,3室2厅2卫,南北,开福,福元西路-万科城一期,"https://image1.ljcdn.com/110000-inspection/pc1_1lMcxxbY6.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1677634923978031104.html,3200 元/月
合租·大唐印象,22.00㎡,4室0厅2卫,东南,天心,省政府-大唐印象,https://image1.ljcdn.com/rent-user-avatar/5720716f-1d8d-4397-a4dd-fdc6a882a42c.250x182.jpg,https://cs.lianjia.com/zufang/CS1674991559604436992.html,1099 元/月
合租·亚华香舍花都,18.00㎡,5室1厅2卫,东南,雨花,东塘-亚华香舍花都,https://image1.ljcdn.com/rent-user-avatar/11395291-2626-4033-8057-cc5206bfbc42.250x182.jpg,https://cs.lianjia.com/zufang/CS1687749790797922304.html,658 元/月
整租·明城国际中心,53.00㎡,1室1厅1卫,南,芙蓉,浏城桥-明城国际中心,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1677636319934676992.html,2100 元/月
整租·金谷豪庭,117.00㎡,4室2厅2卫,南,天心,暮云-金谷豪庭,"https://image1.ljcdn.com/110000-inspection/pc1_c6KixPvF0.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1677636147649445888.html,1950 元/月
整租·恒大国际广场,59.00㎡,1室1厅1卫,南,雨花,武广新城-恒大国际广场,"https://image1.ljcdn.com/110000-inspection/pc1_39n8F2Udr.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1677626124714115072.html,2500 元/月
整租·保利麓谷林语B区,94.00㎡,3室2厅1卫,南,岳麓,麓谷西-保利麓谷林语B区,"https://image1.ljcdn.com/110000-inspection/pc1_SfxIBCqpS.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1635149853736566784.html,2300 元/月
独栋·李我他精品公寓,28.00㎡,1室1厅1卫,3间在租,,,https://image1.ljcdn.com/rent-user-avatar/6b446cfb-c61e-409b-bcb3-c846079f981c.250x182.jpg,https://cs.lianjia.com/apartment/50001.html,1550 元/月
独栋·李我他精品公寓,28.00㎡,1室1厅1卫,3间在租,,,https://image1.ljcdn.com/rent-user-avatar/e5ee8b65-abb1-45f3-8b27-eaddb9061635.250x182.jpg,https://cs.lianjia.com/apartment/50001.html,1550 元/月
整租·保利麓谷林语蔷薇谷,20.00㎡,1室0厅1卫,南北,岳麓,麓谷西-保利麓谷林语蔷薇谷,"https://image1.ljcdn.com/430100-inspection/e2e3df5c-982c-4a2f-9a60-618bec358e5c.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1688783575748444160.html,1200 元/月
整租·荣盛花语馨苑,78.00㎡,2室1厅1卫,南,岳麓,麓谷西-荣盛花语馨苑,"https://image1.ljcdn.com/110000-inspection/pc1_YtQmGIAxp.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1690949496936071168.html,2200 元/月
整租·保利麓谷林语C区,134.00㎡,4室2厅2卫,南,岳麓,麓谷西-保利麓谷林语C区,"https://image1.ljcdn.com/110000-inspection/pc1_kcdUqnjml.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1692071864404279296.html,3600 元/月
独栋·李我他精品公寓,28.00㎡,1室1厅1卫,3间在租,,,https://image1.ljcdn.com/rent-user-avatar/0ee5fb56-ceb1-4aa5-9708-2738cf280fd2.250x182.jpg,https://cs.lianjia.com/apartment/50001.html,1550 元/月
整租·欣胜园,138.00㎡,4室1厅2卫,南,岳麓,河西人人乐-欣胜园,"https://image1.ljcdn.com/110000-inspection/pc1_TILiTAWAG.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1691783527219068928.html,1900 元/月
整租·未来城,46.00㎡,1室1厅1卫,东南,岳麓,河西人人乐-未来城,"https://image1.ljcdn.com/110000-inspection/pc1_1MOGogBn4.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1685478409175564288.html,1500 元/月
独栋·李我他精品公寓,28.00㎡,1室1厅1卫,3间在租,,,https://image1.ljcdn.com/rent-user-avatar/baf59c12-4f12-44d9-bdac-954d2714562b.250x182.jpg,https://cs.lianjia.com/apartment/50001.html,1550 元/月
整租·涧塘,62.50㎡,2室1厅1卫,南,岳麓,河西人人乐-涧塘,"https://image1.ljcdn.com/110000-inspection/pc1_XTT1NnWSJ.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1676217380683907072.html,1000 元/月
整租·欣胜园,140.00㎡,3室2厅1卫,南,岳麓,河西人人乐-欣胜园,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1677633193114599424.html,2000 元/月
整租·长房时代城,88.00㎡,2室1厅1卫,南,岳麓,河西人人乐-长房时代城,"https://image1.ljcdn.com/110000-inspection/pc1_tqx5wZkhq.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1691295765839740928.html,2500 元/月
整租·山水新城,79.70㎡,2室2厅1卫,南,岳麓,河西人人乐-山水新城,"https://image1.ljcdn.com/110000-inspection/pc1_owTj19uqb.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1691368416717307904.html,1800 元/月
整租·联美品格,42.52㎡,2室1厅1卫,南,岳麓,河西人人乐-联美品格,"https://image1.ljcdn.com/110000-inspection/1f22ae7c806b272f9cb1f9be70340dbc-097.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1691016551064403968.html,1600 元/月
整租·湘绣城,101.00㎡,3室2厅1卫,东南,长沙县,中南汽车世界-湘绣城,"https://image1.ljcdn.com/110000-inspection/pc1_dWjHNPJhV.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1674625679808790528.html,1600 元/月
整租·湘绣城,110.00㎡,3室2厅1卫,南,长沙县,中南汽车世界-湘绣城,"https://image1.ljcdn.com/110000-inspection/pc1_0rU4otX6x.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1629346666656038912.html,1100 元/月
独栋·李我他精品公寓,26.00㎡,1室1厅1卫,3间在租,,,https://image1.ljcdn.com/rent-user-avatar/1f18a6e7-2bf3-4bdb-8d9d-92674b1b4360.250x182.jpg,https://cs.lianjia.com/apartment/50903.html,1150 元/月
整租·运达锦绣广场,51.00㎡,1室1厅1卫,南,长沙县,中南汽车世界-运达锦绣广场,"https://image1.ljcdn.com/110000-inspection/pc1_hn5I3M5lA.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1692086527846252544.html,3100 元/月
整租·紫晶城二期,125.00㎡,2室2厅1卫,南,长沙县,中南汽车世界-紫晶城二期,"https://image1.ljcdn.com/110000-inspection/pc1_5oUs74fFZ.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1692122592283983872.html,1700 元/月
整租·高林金三华邸,122.00㎡,3室1厅2卫,南北,长沙县,中南汽车世界-高林金三华邸,"https://image1.ljcdn.com/110000-inspection/pc1_MBOzRI7kI.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1652526096106651648.html,1200 元/月
整租·湖湘奥林匹克花园,97.00㎡,3室2厅1卫,南,长沙县,中南汽车世界-湖湘奥林匹克花园,"https://image1.ljcdn.com/110000-inspection/26afff2e4903c46bd5b703843b6e313a-056.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1691390982307708928.html,2200 元/月
整租·中南汽车世界,88.00㎡,2室1厅1卫,南北,长沙县,中南汽车世界-中南汽车世界,"https://image1.ljcdn.com/110000-inspection/pc1_hjiPsLAmB_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1690572647332577280.html,1350 元/月
独栋·李我他精品公寓,26.00㎡,1室1厅1卫,3间在租,,,https://image1.ljcdn.com/rent-user-avatar/131fec83-c0bd-4ee3-92fe-e6464ca30cce.250x182.jpg,https://cs.lianjia.com/apartment/50903.html,1150 元/月
整租·紫晶城二期,86.00㎡,2室2厅1卫,南,长沙县,中南汽车世界-紫晶城二期,"https://image1.ljcdn.com/110000-inspection/pc1_pf6h1z4NI.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1690954247975206912.html,1800 元/月
整租·湘绣城,50.00㎡,3室1厅1卫,南,长沙县,中南汽车世界-湘绣城,"https://image1.ljcdn.com/110000-inspection/81017d72-9371-445c-9535-3e3cc616448d_1000.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1616365057610874880.html,1200 元/月
整租·中南汽车世界,115.00㎡,3室2厅2卫,南,长沙县,中南汽车世界-中南汽车世界,"https://image1.ljcdn.com/110000-inspection/pc1_ipQokDZ5r.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1691746491497971712.html,1600 元/月
独栋·李我他精品公寓,26.00㎡,1室1厅1卫,3间在租,,,https://image1.ljcdn.com/rent-user-avatar/2048b7ab-ddd4-4880-a324-3704f128f78e.250x182.jpg,https://cs.lianjia.com/apartment/50903.html,1150 元/月
整租·恒广国际景园,50.00㎡,1室1厅1卫,北,长沙县,中南汽车世界-恒广国际景园,"https://image1.ljcdn.com/110000-inspection/pc1_3CVsPrxU4.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1687336178858065920.html,1200 元/月
整租·山水湾,90.40㎡,3室2厅1卫,南,长沙县,万家丽北-山水湾,"https://image1.ljcdn.com/110000-inspection/pc1_2dG4EhuIV.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1690947923698778112.html,2000 元/月
整租·钰龙天下二期,97.00㎡,3室2厅1卫,南,岳麓,观沙岭-钰龙天下二期,"https://image1.ljcdn.com/110000-inspection/pc1_tMJvGUoDk_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669291223883448320.html,2500 元/月
整租·湖南城建职业技术学院宿舍,120.00㎡,3室2厅1卫,南,天心,黄土岭-湖南城建职业技术学院宿舍,"https://image1.ljcdn.com/110000-inspection/pc1_WsL4oB9aY.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669285421265190912.html,2800 元/月
整租·远大一路12号,25.00㎡,1室0厅1卫,东南,芙蓉,火车站-远大一路12号,https://image1.ljcdn.com/rent-user-avatar/adc14977-72f9-44c4-a3f1-6e84233d38ac.250x182.jpg,https://cs.lianjia.com/zufang/CS1678331461247172608.html,1250 元/月
整租·万达公馆,238.00㎡,4室2厅4卫,南北,开福,松桂园-万达公馆,"https://image1.ljcdn.com/110000-inspection/pc1_U9iK9QCWP.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669293203917897728.html,12000 元/月
整租·远大一路12号,25.00㎡,1室0厅1卫,东南,芙蓉,火车站-远大一路12号,https://image1.ljcdn.com/rent-user-avatar/1c62f066-7312-4c42-8937-d2a4cb0f9221.250x182.jpg,https://cs.lianjia.com/zufang/CS1678720630163243008.html,1250 元/月
整租·才子嘉都,80.00㎡,2室2厅1卫,南,天心,德思勤-才子嘉都,"https://image1.ljcdn.com/110000-inspection/pc1_SqlYrD2qv.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669268660578942976.html,1900 元/月
整租·远大一路12号,28.00㎡,1室1厅1卫,东南,芙蓉,火车站-远大一路12号,https://image1.ljcdn.com/rent-user-avatar/a537a7ec-6b21-4233-9c8e-7a0148a797cb.250x182.jpg,https://cs.lianjia.com/zufang/CS1678005272682954752.html,1400 元/月
整租·潮宗街91号,26.00㎡,1室1厅1卫,东南,开福,松桂园-潮宗街91号,https://image1.ljcdn.com/rent-user-avatar/98073dbf-fdad-47e1-bfaf-fe7ad931314a.250x182.jpg,https://cs.lianjia.com/zufang/CS1670736019021889536.html,1498 元/月
整租·恒大雅苑,40.00㎡,1室1厅1卫,南北,开福,广电-恒大雅苑,"https://image1.ljcdn.com/110000-inspection/6fb09b85-f3aa-418a-9a8c-37237a14f614.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669278781967171584.html,1800 元/月
整租·钰龙天下二期,45.00㎡,1室0厅1卫,南,岳麓,观沙岭-钰龙天下二期,"https://image1.ljcdn.com/110000-inspection/pc1_Dwe2uZYwJ.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669291086314471424.html,2000 元/月
整租·恒大雅苑,127.00㎡,3室2厅2卫,南,开福,广电-恒大雅苑,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1669283216118251520.html,3500 元/月
整租·远大一路12号,25.00㎡,1室0厅1卫,东南,芙蓉,火车站-远大一路12号,https://image1.ljcdn.com/rent-user-avatar/f29cee9c-7a9f-41ad-86d0-a033ec8220ae.250x182.jpg,https://cs.lianjia.com/zufang/CS1678720630146465792.html,1250 元/月
整租·融科东南海,133.00㎡,2室1厅0卫,东南,雨花,树木岭-融科东南海,"https://image1.ljcdn.com/110000-inspection/pc1_96FUx9OFR.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669283735285006336.html,7500 元/月
合租·宜居莱茵城,20.00㎡,1室1厅1卫,南,岳麓,河西人人乐-宜居莱茵城,"https://image1.ljcdn.com/110000-inspection/f1671a28-401e-41a2-9994-241272647208.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669286694521667584.html,1000 元/月
整租·碧桂园漓湘悦,35.00㎡,1室1厅1卫,南,长沙县,泉塘-碧桂园漓湘悦,"https://image1.ljcdn.com/110000-inspection/pc1_qw5mCFyOb.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669292140632473600.html,1100 元/月
整租·中交里城,55.00㎡,1室1厅1卫,南,岳麓,观沙岭-中交里城,"https://image1.ljcdn.com/110000-inspection/pc1_7WHxewuik.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669308175859318784.html,2100 元/月
整租·中南壹号院,41.00㎡,1室1厅1卫,东,岳麓,阳光100-中南壹号院,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1669316680775368704.html,1700 元/月
整租·德馨园,43.00㎡,1室1厅1卫,南,雨花,韶山南路-德馨园,"https://image1.ljcdn.com/110000-inspection/pc1_n71RqLjbv.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669327646925783040.html,1100 元/月
整租·天鸿中央大院,100.00㎡,3室2厅1卫,南,天心,铁道学院-天鸿中央大院,"https://image1.ljcdn.com/110000-inspection/pc1_CiTf4PfWX.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669306141617684480.html,3200 元/月
整租·如意街5号,28.00㎡,1室1厅1卫,东南,开福,松桂园-如意街5号,https://image1.ljcdn.com/rent-user-avatar/fad9ef5e-560b-406b-9c74-936db2313c34.250x182.jpg,https://cs.lianjia.com/zufang/CS1633376828703899648.html,1650 元/月
整租·雨花大厦,35.00㎡,1室1厅1卫,东南,雨花,东塘-雨花大厦,https://image1.ljcdn.com/rent-user-avatar/2fa590d9-2b39-4671-bbee-4c4988552b53.250x182.jpg,https://cs.lianjia.com/zufang/CS1635599349612281856.html,1399 元/月
整租·郡原广场,172.00㎡,4室2厅2卫,南,岳麓,河西步步高-郡原广场,"https://image1.ljcdn.com/110000-inspection/pc1_qUnTaxYmR.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669337948652306432.html,5800 元/月
整租·龙湖新壹城,43.00㎡,1室1厅1卫,南,岳麓,洋湖垸-龙湖新壹城,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1669322406973407232.html,2000 元/月
整租·才子佳郡,61.00㎡,2室1厅1卫,南,芙蓉,汽车东站-才子佳郡,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1669307724464128000.html,1700 元/月
整租·弘德西街好莱城,90.00㎡,3室2厅1卫,南北,岳麓,梅溪湖北岸-弘德西街好莱城,"https://image1.ljcdn.com/110000-inspection/pc1_Pr4Ew6bOQ.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",https://cs.lianjia.com/zufang/CS1669332339462766592.html,3000 元/月
整租·远大一路12号,28.00㎡,1室1厅1卫,东南,芙蓉,火车站-远大一路12号,https://image1.ljcdn.com/rent-user-avatar/f80881a2-1c3a-457f-a5f2-f40d142b45fd.250x182.jpg,https://cs.lianjia.com/zufang/CS1678005271600824320.html,1400 元/月
整租·京武中心,50.00㎡,1室1厅1卫,东南,雨花,武广新城-京武中心,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=20221013212022a17,https://cs.lianjia.com/zufang/CS1669326168379097088.html,2500 元/月
